approved_symbol,panel_diagnostic,panel_diagnostic_count,hgnc_id
GSN,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,5,HGNC:4620
GUCY2D,centogene_nephrology,1,HGNC:4689
HAAO,centogene_nephrology; mgz_nephrologie,3,HGNC:4796
HADH,mgz_nephrologie,1,HGNC:4799
HAMP,centogene_nephrology,1,HGNC:15598
HBB,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:4827
HESX1,centogene_nephrology,1,HGNC:4877
HEXA,centogene_nephrology,1,HGNC:4878
HFE,centogene_nephrology,1,HGNC:4886
HGD,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:4892
HK1,mgz_nephrologie,1,HGNC:4922
HNF1A,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,6,HGNC:11621
HNF1B,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,19,HGNC:11630
HNF4A,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:5024
HOGA1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:25155
HOXA13,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,6,HGNC:5102
HOXA4,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:5105
HOXB6,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:5117
HOXD13,centogene_nephrology,1,HGNC:5136
HPRT1,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:5157
HPS1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:5163
HPSE2,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,10,HGNC:18374
HS6ST1,centogene_nephrology,1,HGNC:5201
HSD11B2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:5209
HSD3B2,mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:5218
HSD3B7,centogene_nephrology,1,HGNC:18324
HSPG2,centogene_nephrology,1,HGNC:5273
HYDIN,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,HGNC:19368
HYLS1,centogene_nephrology; cegat_kidney_diseases_genes; mgz_nephrologie; blueprintgenetics_nephrology,4,HGNC:26558
IFITM5,centogene_nephrology,1,HGNC:16644
IFT122,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:13556
IFT140,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:29077
IFT172,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:30391
IFT27,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:18626
IFT43,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:29669
IFT52,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; blueprintgenetics_nephrology,3,HGNC:15901
IFT57,blueprintgenetics_nephrology,1,HGNC:17367
IFT74,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; blueprintgenetics_nephrology,5,HGNC:21424
IFT80,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:29262
IFT81,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:14313
IHH,centogene_nephrology,1,HGNC:5956
IL17RD,centogene_nephrology,1,HGNC:17616
IMPDH1,centogene_nephrology,1,HGNC:6052
INF2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:23791
INPP5E,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:21474
INPPL1,centogene_nephrology,1,HGNC:6080
INS,mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:6081
INSR,mgz_nephrologie,1,HGNC:6091
INTU,blueprintgenetics_nephrology,1,HGNC:29239
INVS,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:17870
IQCB1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:28949
IQCE,mgz_nephrologie,1,HGNC:29171
ITGA3,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,13,HGNC:6139
ITGA6,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:6142
ITGA8,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics,10,HGNC:6144
ITGB4,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,7,HGNC:6158
ITSN1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie,4,HGNC:6183
ITSN2,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel,3,HGNC:6184
JAG1,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:6188
KANK1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; blueprintgenetics_nephrology,5,HGNC:19309
KANK2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:29300
KANK4,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; blueprintgenetics_nephrology,6,HGNC:27263
KANSL1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:24565
KAT2B,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:8638
KAT6B,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:17582
KATNIP,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:29068
KCNA1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,4,HGNC:6218
KCNJ1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:6255
KCNJ10,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:6256
KCNJ11,mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,5,HGNC:6257
KCNJ13,centogene_nephrology,1,HGNC:6259
KCNJ5,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:6266
KCNK3,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:6278
KCTD1,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:18249
KDM6A,centogene_nephrology; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,5,HGNC:12637
KIAA0586,centogene_nephrology; cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:19960
KIAA0753,cegat_kidney_diseases_genes; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,4,HGNC:29110
KIF12,mayocliniclabs_renal_genetics,1,HGNC:21495
KIF14,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:19181
KIF22,centogene_nephrology,1,HGNC:6391
KIF7,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:30497
KIRREL1,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:15734
KISS1,centogene_nephrology,1,HGNC:6341
KISS1R,centogene_nephrology,1,HGNC:4510
KL,cegat_kidney_diseases_genes; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,3,HGNC:6344
KLF11,mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:11811
KLHL3,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:6354
KMT2D,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,6,HGNC:7133
KRAS,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:6407
KSR2,blueprintgenetics_nephrology,1,HGNC:18610
KYNU,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,4,HGNC:6469
LAGE3,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; blueprintgenetics_nephrology,6,HGNC:26058
LAMA5,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics,5,HGNC:6485
LAMB2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:6487
LBR,centogene_nephrology; mgz_nephrologie,2,HGNC:6518
LCA5,centogene_nephrology,1,HGNC:31923
LCAT,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,7,HGNC:6522
LCT,centogene_nephrology,1,HGNC:6530
LDHA,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:6535
LEFTY2,blueprintgenetics_nephrology,1,HGNC:3122
LEP,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:6553
LEPR,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:6554
LHB,centogene_nephrology,1,HGNC:6584
LHX3,centogene_nephrology,1,HGNC:6595
LHX4,centogene_nephrology,1,HGNC:21734
LIFR,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,6,HGNC:6597
LMF1,centogene_nephrology,1,HGNC:14154
LMNA,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,4,HGNC:6636
LMX1B,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:6654
LPIN1,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:13345
LRAT,centogene_nephrology,1,HGNC:6685
LRIG2,centogene_nephrology; mgz_nephrologie; mayocliniclabs_renal_genetics,6,HGNC:20889
LRP2,invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics,2,HGNC:6694
LRP4,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,8,HGNC:6696
LRP5,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:6697
LRRC56,mgz_nephrologie; blueprintgenetics_nephrology,2,HGNC:25430
LYZ,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:6740
LZTFL1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:6741
LZTR1,invitae_expanded_renal_disease_panel,1,HGNC:6742
MAFB,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,5,HGNC:6408
MAGED2,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:16353
MAGEL2,blueprintgenetics_nephrology,1,HGNC:6814
MAGI2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:18957
MAGT1,blueprintgenetics_nephrology,1,HGNC:28880
MAP2K1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:6840
MAP2K2,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:6842
MAPKBP1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:29536
MATN3,centogene_nephrology,1,HGNC:6909
MC3R,blueprintgenetics_nephrology,1,HGNC:6931
MC4R,blueprintgenetics_nephrology,1,HGNC:6932
MCEE,centogene_nephrology,1,HGNC:16732
MCIDAS,mgz_nephrologie; blueprintgenetics_nephrology,2,HGNC:40050
MEFV,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,4,HGNC:6998
MERTK,centogene_nephrology,1,HGNC:7027
MESP2,centogene_nephrology,1,HGNC:29659
MGP,centogene_nephrology,1,HGNC:7060
MKKS,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:7108
MKS1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:7121
MMAA,centogene_nephrology; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:18871
MMAB,centogene_nephrology; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:19331
MMACHC,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,4,HGNC:24525
MMADHC,centogene_nephrology; cegat_kidney_diseases_genes,2,HGNC:25221
MMP13,centogene_nephrology,1,HGNC:7159
MMP21,centogene_nephrology,1,HGNC:14357
MMP9,centogene_nephrology,1,HGNC:7176
MMUT,centogene_nephrology; cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:7526
MNX1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:4979
MOCOS,invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:18234
MOCS1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,3,HGNC:7190
MOCS2,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,3,HGNC:7193
MPV17,centogene_nephrology,1,HGNC:7224
MRE11,invitae_expanded_renal_disease_panel,1,HGNC:7230
MT-ATP6,blueprintgenetics_nephrology,1,HGNC:7414
MT-ATP8,blueprintgenetics_nephrology,1,HGNC:7415
MT-CO1,blueprintgenetics_nephrology,1,HGNC:7419
MT-CO2,blueprintgenetics_nephrology,1,HGNC:7421
MT-CO3,blueprintgenetics_nephrology,1,HGNC:7422
MT-CYB,blueprintgenetics_nephrology,1,HGNC:7427
MT-ND1,blueprintgenetics_nephrology,1,HGNC:7455
MT-ND2,blueprintgenetics_nephrology,1,HGNC:7456
MT-ND3,blueprintgenetics_nephrology,1,HGNC:7458
MT-ND4,blueprintgenetics_nephrology,1,HGNC:7459
MT-ND4L,blueprintgenetics_nephrology,1,HGNC:7460
MT-ND5,blueprintgenetics_nephrology,1,HGNC:7461
MT-ND6,blueprintgenetics_nephrology,1,HGNC:7462
MT-RNR1,blueprintgenetics_nephrology,1,HGNC:7470
MT-RNR2,blueprintgenetics_nephrology,1,HGNC:7471
MT-TA,blueprintgenetics_nephrology,1,HGNC:7475
MT-TC,blueprintgenetics_nephrology,1,HGNC:7477
MT-TD,blueprintgenetics_nephrology,1,HGNC:7478
MT-TE,blueprintgenetics_nephrology,1,HGNC:7479
MT-TF,blueprintgenetics_nephrology,1,HGNC:7481
MT-TG,blueprintgenetics_nephrology,1,HGNC:7486
MT-TH,blueprintgenetics_nephrology,1,HGNC:7487
MT-TI,blueprintgenetics_nephrology,1,HGNC:7488
MT-TK,blueprintgenetics_nephrology,1,HGNC:7489
MT-TL1,blueprintgenetics_nephrology,1,HGNC:7490
MT-TL2,blueprintgenetics_nephrology,1,HGNC:7491
MT-TM,blueprintgenetics_nephrology,1,HGNC:7492
MT-TN,blueprintgenetics_nephrology,1,HGNC:7493
MT-TP,blueprintgenetics_nephrology,1,HGNC:7494
MT-TQ,blueprintgenetics_nephrology,1,HGNC:7495
MT-TR,blueprintgenetics_nephrology,1,HGNC:7496
MT-TS1,blueprintgenetics_nephrology,1,HGNC:7497
MT-TS2,blueprintgenetics_nephrology,1,HGNC:7498
MT-TT,blueprintgenetics_nephrology,1,HGNC:7499
MT-TV,blueprintgenetics_nephrology,1,HGNC:7500
MT-TW,blueprintgenetics_nephrology,1,HGNC:7501
MT-TY,blueprintgenetics_nephrology,1,HGNC:7502
MUC1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie,5,HGNC:7508
MVK,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:7530
MYCN,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:7559
MYH9,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,13,HGNC:7579
MYO1E,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:7599
MYO5B,centogene_nephrology,1,HGNC:7603
MYO7A,centogene_nephrology,1,HGNC:7606
MYOCD,centogene_nephrology; mgz_nephrologie,3,HGNC:16067
NADSYN1,centogene_nephrology; mgz_nephrologie,3,HGNC:29832
NBAS,centogene_nephrology,1,HGNC:15625
NEIL1,mgz_nephrologie,1,HGNC:18448
NEK1,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:7744
NEK10,mgz_nephrologie,1,HGNC:18592
NEK8,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:13387
NEU1,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:7758
NEUROD1,mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:7762
NEUROG3,centogene_nephrology,1,HGNC:13806
NF1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:7765
NFKB2,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:7795
NHERF1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:11075
NIPA2,blueprintgenetics_nephrology,1,HGNC:17044
NIPBL,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,5,HGNC:28862
NKX2-5,centogene_nephrology,1,HGNC:2488
NKX3-2,centogene_nephrology,1,HGNC:951
